"","gender","event","medal","abb","country","grp_id","type","year","guide"
"5867","Women","50 m Freestyle S8","Gold","AUS",NA,NA,"Swimming",2016,NA
"5868","Women","50 m Freestyle S8","Silver","AUS",NA,NA,"Swimming",2016,NA
"5869","Women","50 m Freestyle S8","Bronze","CHN",NA,NA,"Swimming",2016,NA
"5870","Women","50 m Freestyle S9","Gold","USA",NA,NA,"Swimming",2016,NA
"5871","Women","50 m Freestyle S9","Silver","AUS",NA,NA,"Swimming",2016,NA
"5872","Women","50 m Freestyle S9","Bronze","CHN",NA,NA,"Swimming",2016,NA
"5873","Women","50 m Freestyle S10","Gold","CAN",NA,NA,"Swimming",2016,NA
"5874","Women","50 m Freestyle S10","Silver","NZL",NA,NA,"Swimming",2016,NA
"5875","Women","50 m Freestyle S10","Bronze","CHN",NA,NA,"Swimming",2016,NA
"5876","Women","50 m Freestyle S11","Gold","CHN",NA,NA,"Swimming",2016,NA
"5877","Women","50 m Freestyle S11","Silver","SWE",NA,NA,"Swimming",2016,NA
"5878","Women","50 m Freestyle S11","Bronze","NED",NA,NA,"Swimming",2016,NA
"5879","Women","50 m Freestyle S11","Bronze","UKR",NA,NA,"Swimming",2016,NA
"5880","Women","50 m Freestyle S12","Gold","GBR",NA,NA,"Swimming",2016,NA
"5881","Women","50 m Freestyle S12","Silver","GER",NA,NA,"Swimming",2016,NA
"5882","Women","50 m Freestyle S12","Bronze","ESP",NA,NA,"Swimming",2016,NA
"5883","Women","50 m Freestyle S13","Gold","UKR",NA,NA,"Swimming",2016,NA
"5884","Women","50 m Freestyle S13","Silver","UZB",NA,NA,"Swimming",2016,NA
"5885","Women","50 m Freestyle S13","Bronze","UZB",NA,NA,"Swimming",2016,NA
"5886","Women","100 m Freestyle S3","Gold","KAZ",NA,NA,"Swimming",2016,NA
"5887","Women","100 m Freestyle S3","Silver","CHN",NA,NA,"Swimming",2016,NA
"5888","Women","100 m Freestyle S3","Bronze","UKR",NA,NA,"Swimming",2016,NA
"5889","Women","100 m Freestyle S5","Gold","CHN",NA,NA,"Swimming",2016,NA
"5890","Women","100 m Freestyle S5","Silver","ESP",NA,NA,"Swimming",2016,NA
"5891","Women","100 m Freestyle S5","Bronze","BRA",NA,NA,"Swimming",2016,NA
"5892","Women","100 m Freestyle S6","Gold","UKR",NA,NA,"Swimming",2016,NA
"5893","Women","100 m Freestyle S6","Silver","UKR",NA,NA,"Swimming",2016,NA
"5894","Women","100 m Freestyle S6","Bronze","GBR",NA,NA,"Swimming",2016,NA
"5895","Women","100 m Freestyle S7","Gold","USA",NA,NA,"Swimming",2016,NA
"5896","Women","100 m Freestyle S7","Silver","USA",NA,NA,"Swimming",2016,NA
"5897","Women","100 m Freestyle S7","Bronze","CHN",NA,NA,"Swimming",2016,NA
"5898","Women","100 m Freestyle S8","Gold","AUS",NA,NA,"Swimming",2016,NA
"5899","Women","100 m Freestyle S8","Silver","AUS",NA,NA,"Swimming",2016,NA
"5900","Women","100 m Freestyle S8","Bronze","GBR",NA,NA,"Swimming",2016,NA
"5901","Women","100 m Freestyle S9","Gold","USA",NA,NA,"Swimming",2016,NA
"5902","Women","100 m Freestyle S9","Silver","ESP",NA,NA,"Swimming",2016,NA
"5903","Women","100 m Freestyle S9","Bronze","AUS",NA,NA,"Swimming",2016,NA
"5904","Women","100 m Freestyle S10","Gold","CAN",NA,NA,"Swimming",2016,NA
"5905","Women","100 m Freestyle S10","Silver","NZL",NA,NA,"Swimming",2016,NA
"5906","Women","100 m Freestyle S10","Bronze","FRA",NA,NA,"Swimming",2016,NA
"5907","Women","100 m Freestyle S11","Gold","CHN",NA,NA,"Swimming",2016,NA
"5908","Women","100 m Freestyle S11","Silver","CHN",NA,NA,"Swimming",2016,NA
"5909","Women","100 m Freestyle S11","Bronze","NED",NA,NA,"Swimming",2016,NA
"5910","Women","100 m Freestyle S13","Gold","UKR",NA,NA,"Swimming",2016,NA
"5911","Women","100 m Freestyle S13","Silver","USA",NA,NA,"Swimming",2016,NA
"5912","Women","100 m Freestyle S13","Bronze","GBR",NA,NA,"Swimming",2016,NA
"5913","Women","200 m Freestyle S5","Gold","CHN",NA,NA,"Swimming",2016,NA
"5914","Women","200 m Freestyle S5","Silver","ESP",NA,NA,"Swimming",2016,NA
"5915","Women","200 m Freestyle S5","Bronze","NOR",NA,NA,"Swimming",2016,NA
"5916","Women","200 m Freestyle S14","Gold","GBR",NA,NA,"Swimming",2016,NA
"5917","Women","200 m Freestyle S14","Silver","GBR",NA,NA,"Swimming",2016,NA
"5918","Women","200 m Freestyle S14","Bronze","NED",NA,NA,"Swimming",2016,NA
"5919","Women","400 m Freestyle S6","Gold","UKR",NA,NA,"Swimming",2016,NA
"5920","Women","400 m Freestyle S6","Silver","CHN",NA,NA,"Swimming",2016,NA
"5921","Women","400 m Freestyle S6","Bronze","GBR",NA,NA,"Swimming",2016,NA
"5922","Women","400 m Freestyle S7","Gold","USA",NA,NA,"Swimming",2016,NA
"5923","Women","400 m Freestyle S7","Silver","USA",NA,NA,"Swimming",2016,NA
"5924","Women","400 m Freestyle S7","Bronze","GBR",NA,NA,"Swimming",2016,NA
"5925","Women","400 m Freestyle S8","Gold","AUS",NA,NA,"Swimming",2016,NA
"5926","Women","400 m Freestyle S8","Silver","USA",NA,NA,"Swimming",2016,NA
"5927","Women","400 m Freestyle S8","Bronze","GBR",NA,NA,"Swimming",2016,NA
"5928","Women","400 m Freestyle S9","Gold","ESP",NA,NA,"Swimming",2016,NA
"5929","Women","400 m Freestyle S9","Silver","AUS",NA,NA,"Swimming",2016,NA
"5930","Women","400 m Freestyle S9","Bronze","CHN",NA,NA,"Swimming",2016,NA
"5931","Women","400 m Freestyle S10","Gold","CAN",NA,NA,"Swimming",2016,NA
"5932","Women","400 m Freestyle S10","Silver","AUS",NA,NA,"Swimming",2016,NA
"5933","Women","400 m Freestyle S10","Bronze","FRA",NA,NA,"Swimming",2016,NA
"5934","Women","400 m Freestyle S11","Gold","NED",NA,NA,"Swimming",2016,NA
"5935","Women","400 m Freestyle S11","Silver","ITA",NA,NA,"Swimming",2016,NA
"5936","Women","400 m Freestyle S11","Bronze","CHN",NA,NA,"Swimming",2016,NA
"5937","Women","400 m Freestyle S13","Gold","USA",NA,NA,"Swimming",2016,NA
"5938","Women","400 m Freestyle S13","Silver","UKR",NA,NA,"Swimming",2016,NA
"5939","Women","400 m Freestyle S13","Bronze","ESP",NA,NA,"Swimming",2016,NA
"5940","Women","50 m Backstroke S2","Gold","SGP",NA,NA,"Swimming",2016,NA
"5941","Women","50 m Backstroke S2","Silver","CHN",NA,NA,"Swimming",2016,NA
"5942","Women","50 m Backstroke S2","Bronze","UKR",NA,NA,"Swimming",2016,NA
"5943","Women","50 m Backstroke S3","Gold","CHN",NA,NA,"Swimming",2016,NA
"5944","Women","50 m Backstroke S3","Silver","CHN",NA,NA,"Swimming",2016,NA
"5945","Women","50 m Backstroke S3","Bronze","NED",NA,NA,"Swimming",2016,NA
"5946","Women","50 m Backstroke S4","Gold","CHN",NA,NA,"Swimming",2016,NA
"5947","Women","50 m Backstroke S4","Silver","CHN",NA,NA,"Swimming",2016,NA
"5948","Women","50 m Backstroke S4","Bronze","UKR",NA,NA,"Swimming",2016,NA
"5949","Women","50 m Backstroke S5","Gold","ESP",NA,NA,"Swimming",2016,NA
"5950","Women","50 m Backstroke S5","Silver","CZE",NA,NA,"Swimming",2016,NA
"5951","Women","50 m Backstroke S5","Bronze","NOR",NA,NA,"Swimming",2016,NA
"5952","Women","100 m Backstroke S2","Gold","SGP",NA,NA,"Swimming",2016,NA
"5953","Women","100 m Backstroke S2","Silver","CHN",NA,NA,"Swimming",2016,NA
"5954","Women","100 m Backstroke S2","Bronze","UKR",NA,NA,"Swimming",2016,NA
"5955","Women","100 m Backstroke S6","Gold","CHN",NA,NA,"Swimming",2016,NA
"5956","Women","100 m Backstroke S6","Silver","CHN",NA,NA,"Swimming",2016,NA
"5957","Women","100 m Backstroke S6","Bronze","UKR",NA,NA,"Swimming",2016,NA
"5958","Women","100 m Backstroke S7","Gold","CHN",NA,NA,"Swimming",2016,NA
"5959","Women","100 m Backstroke S7","Silver","CHN",NA,NA,"Swimming",2016,NA
"5960","Women","100 m Backstroke S7","Bronze","NZL",NA,NA,"Swimming",2016,NA
"5961","Women","100 m Backstroke S8","Gold","GBR",NA,NA,"Swimming",2016,NA
"5962","Women","100 m Backstroke S8","Silver","AUS",NA,NA,"Swimming",2016,NA
"5963","Women","100 m Backstroke S8","Bronze","USA",NA,NA,"Swimming",2016,NA
"5964","Women","100 m Backstroke S9","Gold","AUS",NA,NA,"Swimming",2016,NA
"5965","Women","100 m Backstroke S9","Silver","ESP",NA,NA,"Swimming",2016,NA
"5966","Women","100 m Backstroke S9","Bronze","USA",NA,NA,"Swimming",2016,NA
"5967","Women","100 m Backstroke S10","Gold","NZL",NA,NA,"Swimming",2016,NA
"5968","Women","100 m Backstroke S10","Silver","HUN",NA,NA,"Swimming",2016,NA
"5969","Women","100 m Backstroke S10","Bronze","GBR",NA,NA,"Swimming",2016,NA
"5970","Women","100 m Backstroke S11","Gold","NZL",NA,NA,"Swimming",2016,NA
"5971","Women","100 m Backstroke S11","Silver","CHN",NA,NA,"Swimming",2016,NA
"5972","Women","100 m Backstroke S11","Bronze","SWE",NA,NA,"Swimming",2016,NA
"5973","Women","100 m Backstroke S12","Gold","GBR",NA,NA,"Swimming",2016,NA
"5974","Women","100 m Backstroke S12","Silver","UKR",NA,NA,"Swimming",2016,NA
"5975","Women","100 m Backstroke S12","Bronze","ESP",NA,NA,"Swimming",2016,NA
"5976","Women","100 m Backstroke S13","Gold","UKR",NA,NA,"Swimming",2016,NA
"5977","Women","100 m Backstroke S13","Silver","GBR",NA,NA,"Swimming",2016,NA
"5978","Women","100 m Backstroke S13","Bronze","AUS",NA,NA,"Swimming",2016,NA
"5979","Women","100 m Backstroke S14","Gold","GBR",NA,NA,"Swimming",2016,NA
"5980","Women","100 m Backstroke S14","Silver","NED",NA,NA,"Swimming",2016,NA
"5981","Women","100 m Backstroke S14","Bronze","GBR",NA,NA,"Swimming",2016,NA
"5982","Women","50 m Breaststroke SB3","Gold","CHN",NA,NA,"Swimming",2016,NA
"5983","Women","50 m Breaststroke SB3","Silver","UKR",NA,NA,"Swimming",2016,NA
"5984","Women","50 m Breaststroke SB3","Bronze","MEX",NA,NA,"Swimming",2016,NA
"5985","Women","100 m Breaststroke SB4","Gold","NOR",NA,NA,"Swimming",2016,NA
"5986","Women","100 m Breaststroke SB4","Silver","ITA",NA,NA,"Swimming",2016,NA
"5987","Women","100 m Breaststroke SB4","Bronze","SGP",NA,NA,"Swimming",2016,NA
"5988","Women","100 m Breaststroke SB5","Gold","UKR",NA,NA,"Swimming",2016,NA
"5989","Women","100 m Breaststroke SB5","Silver","UKR",NA,NA,"Swimming",2016,NA
"5990","Women","100 m Breaststroke SB5","Bronze","CHN",NA,NA,"Swimming",2016,NA
"5991","Women","100 m Breaststroke SB6","Gold","AUS",NA,NA,"Swimming",2016,NA
"5992","Women","100 m Breaststroke SB6","Silver","USA",NA,NA,"Swimming",2016,NA
"5993","Women","100 m Breaststroke SB6","Bronze","GBR",NA,NA,"Swimming",2016,NA
"5994","Women","100 m Breaststroke SB7","Gold","USA",NA,NA,"Swimming",2016,NA
"5995","Women","100 m Breaststroke SB7","Silver","USA",NA,NA,"Swimming",2016,NA
"5996","Women","100 m Breaststroke SB7","Bronze","NED",NA,NA,"Swimming",2016,NA
"5997","Women","100 m Breaststroke SB8","Gold","CAN",NA,NA,"Swimming",2016,NA
"5998","Women","100 m Breaststroke SB8","Silver","GBR",NA,NA,"Swimming",2016,NA
"5999","Women","100 m Breaststroke SB8","Bronze","IRL",NA,NA,"Swimming",2016,NA
"6000","Women","100 m Breaststroke SB9","Gold","NED",NA,NA,"Swimming",2016,NA
"6001","Women","100 m Breaststroke SB9","Silver","GBR",NA,NA,"Swimming",2016,NA
"6002","Women","100 m Breaststroke SB9","Bronze","NED",NA,NA,"Swimming",2016,NA
"6003","Women","100 m Breaststroke SB11","Gold","CHN",NA,NA,"Swimming",2016,NA
"6004","Women","100 m Breaststroke SB11","Silver","NED",NA,NA,"Swimming",2016,NA
"6005","Women","100 m Breaststroke SB11","Bronze","SWE",NA,NA,"Swimming",2016,NA
"6006","Women","100 m Breaststroke SB13","Gold","UZB",NA,NA,"Swimming",2016,NA
"6007","Women","100 m Breaststroke SB13","Silver","GBR",NA,NA,"Swimming",2016,NA
"6008","Women","100 m Breaststroke SB13","Bronze","USA",NA,NA,"Swimming",2016,NA
"6009","Women","100 m Breaststroke SB14","Gold","ESP",NA,NA,"Swimming",2016,NA
"6010","Women","100 m Breaststroke SB14","Silver","GBR",NA,NA,"Swimming",2016,NA
"6011","Women","100 m Breaststroke SB14","Bronze","NED",NA,NA,"Swimming",2016,NA
"6012","Women","50 m Butterfly S5","Gold","CHN",NA,NA,"Swimming",2016,NA
"6013","Women","50 m Butterfly S5","Silver","NOR",NA,NA,"Swimming",2016,NA
"6014","Women","50 m Butterfly S5","Bronze","ITA",NA,NA,"Swimming",2016,NA
"6015","Women","50 m Butterfly S6","Gold","GBR",NA,NA,"Swimming",2016,NA
"6016","Women","50 m Butterfly S6","Silver","UKR",NA,NA,"Swimming",2016,NA
"6017","Women","50 m Butterfly S6","Bronze","AUS",NA,NA,"Swimming",2016,NA
"6018","Women","50 m Butterfly S7","Gold","GBR",NA,NA,"Swimming",2016,NA
"6019","Women","50 m Butterfly S7","Silver","USA",NA,NA,"Swimming",2016,NA
"6020","Women","50 m Butterfly S7","Bronze","NZL",NA,NA,"Swimming",2016,NA
"6021","Women","100 m Butterfly S8","Gold","UKR",NA,NA,"Swimming",2016,NA
"6022","Women","100 m Butterfly S8","Silver","GBR",NA,NA,"Swimming",2016,NA
"6023","Women","100 m Butterfly S8","Bronze","USA",NA,NA,"Swimming",2016,NA
"6024","Women","100 m Butterfly S9","Gold","CHN",NA,NA,"Swimming",2016,NA
"6025","Women","100 m Butterfly S9","Silver","ESP",NA,NA,"Swimming",2016,NA
"6026","Women","100 m Butterfly S9","Bronze","HUN",NA,NA,"Swimming",2016,NA
"6027","Women","100 m Butterfly S10","Gold","NZL",NA,NA,"Swimming",2016,NA
"6028","Women","100 m Butterfly S10","Silver","CHN",NA,NA,"Swimming",2016,NA
"6029","Women","100 m Butterfly S10","Bronze","POL",NA,NA,"Swimming",2016,NA
"6030","Women","100 m Butterfly S13","Gold","USA",NA,NA,"Swimming",2016,NA
"6031","Women","100 m Butterfly S13","Silver","UZB",NA,NA,"Swimming",2016,NA
"6032","Women","100 m Butterfly S13","Bronze","UZB",NA,NA,"Swimming",2016,NA
"6033","Women","150 m Individual Medley SM4","Gold","CHN",NA,NA,"Swimming",2016,NA
"6034","Women","150 m Individual Medley SM4","Silver","UKR",NA,NA,"Swimming",2016,NA
"6035","Women","150 m Individual Medley SM4","Bronze","CHN",NA,NA,"Swimming",2016,NA
"6036","Women","200 m Individual Medley SM5","Gold","NOR",NA,NA,"Swimming",2016,NA
"6037","Women","200 m Individual Medley SM5","Silver","ESP",NA,NA,"Swimming",2016,NA
"6038","Women","200 m Individual Medley SM5","Bronze","ISR",NA,NA,"Swimming",2016,NA
"6039","Women","200 m Individual Medley SM6","Gold","GBR",NA,NA,"Swimming",2016,NA
"6040","Women","200 m Individual Medley SM6","Silver","CHN",NA,NA,"Swimming",2016,NA
"6041","Women","200 m Individual Medley SM6","Bronze","AUS",NA,NA,"Swimming",2016,NA
"6042","Women","200 m Individual Medley SM7","Gold","NZL",NA,NA,"Swimming",2016,NA
"6043","Women","200 m Individual Medley SM7","Silver","CAN",NA,NA,"Swimming",2016,NA
"6044","Women","200 m Individual Medley SM7","Bronze","USA",NA,NA,"Swimming",2016,NA
"6045","Women","200 m Individual Medley SM8","Gold","USA",NA,NA,"Swimming",2016,NA
"6046","Women","200 m Individual Medley SM8","Silver","GBR",NA,NA,"Swimming",2016,NA
"6047","Women","200 m Individual Medley SM8","Bronze","AUS",NA,NA,"Swimming",2016,NA
"6048","Women","200 m Individual Medley SM9","Gold","CHN",NA,NA,"Swimming",2016,NA
"6049","Women","200 m Individual Medley SM9","Silver","ESP",NA,NA,"Swimming",2016,NA
"6050","Women","200 m Individual Medley SM9","Bronze","GBR",NA,NA,"Swimming",2016,NA
"6051","Women","200 m Individual Medley SM10","Gold","NZL",NA,NA,"Swimming",2016,NA
"6052","Women","200 m Individual Medley SM10","Silver","CAN",NA,NA,"Swimming",2016,NA
"6053","Women","200 m Individual Medley SM10","Bronze","HUN",NA,NA,"Swimming",2016,NA
"6054","Women","200 m Individual Medley SM11","Gold","NED",NA,NA,"Swimming",2016,NA
"6055","Women","200 m Individual Medley SM11","Silver","SWE",NA,NA,"Swimming",2016,NA
"6056","Women","200 m Individual Medley SM11","Bronze","CHN",NA,NA,"Swimming",2016,NA
"6057","Women","200 m Individual Medley SM13","Gold","USA",NA,NA,"Swimming",2016,NA
"6058","Women","200 m Individual Medley SM13","Silver","UZB",NA,NA,"Swimming",2016,NA
"6059","Women","200 m Individual Medley SM13","Bronze","UZB",NA,NA,"Swimming",2016,NA
"6060","Women","200 m Individual Medley SM14","Gold","GBR",NA,NA,"Swimming",2016,NA
"6061","Women","200 m Individual Medley SM14","Silver","GBR",NA,NA,"Swimming",2016,NA
"6062","Women","200 m Individual Medley SM14","Bronze","NED",NA,NA,"Swimming",2016,NA
"6063","Women","4x100 m Freestyle 34pts","Gold","AUS","Australia",2,"Swimming",2016,NA
"6064","Women","4x100 m Freestyle 34pts","Gold","AUS","Australia",3,"Swimming",2016,NA
"6065","Women","4x100 m Freestyle 34pts","Gold","AUS","Australia",4,"Swimming",2016,NA
"6066","Women","4x100 m Freestyle 34pts","Silver","USA","United States of America",2,"Swimming",2016,NA
"6067","Women","4x100 m Freestyle 34pts","Silver","USA","United States of America",3,"Swimming",2016,NA
"6068","Women","4x100 m Freestyle 34pts","Silver","USA","United States of America",4,"Swimming",2016,NA
"6069","Women","4x100 m Freestyle 34pts","Silver","USA","United States of America",5,"Swimming",2016,NA
"6070","Women","4x100 m Freestyle 34pts","Bronze","CHN","China",5,"Swimming",2016,NA
"6071","Women","4x100 m Freestyle 34pts","Bronze","CHN","China",6,"Swimming",2016,NA
"6072","Women","4x100 m Freestyle 34pts","Bronze","CHN","China",7,"Swimming",2016,NA
"6073","Women","4x100 m Freestyle 34pts","Bronze","CHN","China",8,"Swimming",2016,NA
"6074","Women","4x100 m Medley 34pts","Gold","GBR","Great Britain",2,"Swimming",2016,NA
"6075","Women","4x100 m Medley 34pts","Gold","GBR","Great Britain",3,"Swimming",2016,NA
"6076","Women","4x100 m Medley 34pts","Gold","GBR","Great Britain",4,"Swimming",2016,NA
"6077","Women","4x100 m Medley 34pts","Silver","AUS","Australia",2,"Swimming",2016,NA
"6078","Women","4x100 m Medley 34pts","Silver","AUS","Australia",3,"Swimming",2016,NA
"6079","Women","4x100 m Medley 34pts","Silver","AUS","Australia",4,"Swimming",2016,NA
"6080","Women","4x100 m Medley 34pts","Bronze","USA","United States of America",2,"Swimming",2016,NA
"6081","Women","4x100 m Medley 34pts","Bronze","USA","United States of America",3,"Swimming",2016,NA
"6082","Women","4x100 m Medley 34pts","Bronze","USA","United States of America",4,"Swimming",2016,NA
"6083","Mixed","4x50 m Freestyle 20pts","Gold","CHN","China",2,"Swimming",2016,NA
"6084","Mixed","4x50 m Freestyle 20pts","Gold","CHN","China",3,"Swimming",2016,NA
"6085","Mixed","4x50 m Freestyle 20pts","Gold","CHN","China",4,"Swimming",2016,NA
"6086","Mixed","4x50 m Freestyle 20pts","Gold","CHN","China",5,"Swimming",2016,NA
"6087","Mixed","4x50 m Freestyle 20pts","Gold","CHN","China",6,"Swimming",2016,NA
"6088","Mixed","4x50 m Freestyle 20pts","Gold","CHN","China",7,"Swimming",2016,NA
"6089","Mixed","4x50 m Freestyle 20pts","Gold","CHN","China",8,"Swimming",2016,NA
"6090","Mixed","4x50 m Freestyle 20pts","Silver","BRA","Brazil",2,"Swimming",2016,NA
"6091","Mixed","4x50 m Freestyle 20pts","Silver","BRA","Brazil",3,"Swimming",2016,NA
"6092","Mixed","4x50 m Freestyle 20pts","Silver","BRA","Brazil",4,"Swimming",2016,NA
"6093","Mixed","4x50 m Freestyle 20pts","Silver","BRA","Brazil",5,"Swimming",2016,NA
"6094","Mixed","4x50 m Freestyle 20pts","Silver","BRA","Brazil",6,"Swimming",2016,NA
"6095","Mixed","4x50 m Freestyle 20pts","Bronze","UKR","Ukraine",2,"Swimming",2016,NA
"6096","Mixed","4x50 m Freestyle 20pts","Bronze","UKR","Ukraine",3,"Swimming",2016,NA
"6097","Mixed","4x50 m Freestyle 20pts","Bronze","UKR","Ukraine",4,"Swimming",2016,NA
"6098","Mixed","4x50 m Freestyle 20pts","Bronze","UKR","Ukraine",5,"Swimming",2016,NA
"6099","Mixed","4x50 m Freestyle 20pts","Bronze","UKR","Ukraine",6,"Swimming",2016,NA
"6100","Mixed","4x50 m Freestyle 20pts","Bronze","UKR","Ukraine",7,"Swimming",2016,NA
"6101","Women","Singles 2","Gold","SUI",NA,NA,"Table Tennis",1980,NA
"6102","Women","Singles 2","Silver","AUT",NA,NA,"Table Tennis",1980,NA
"6103","Women","Singles 2","Bronze","FRG",NA,NA,"Table Tennis",1980,NA
"6104","Women","Singles 3","Gold","SUI",NA,NA,"Table Tennis",1980,NA
"6105","Women","Singles 3","Silver","GBR",NA,NA,"Table Tennis",1980,NA
"6106","Women","Singles 3","Bronze","FRA",NA,NA,"Table Tennis",1980,NA
"6107","Women","Singles 4","Gold","NED",NA,NA,"Table Tennis",1980,NA
"6108","Women","Singles 4","Silver","SWE",NA,NA,"Table Tennis",1980,NA
"6109","Women","Singles 4","Bronze","NED",NA,NA,"Table Tennis",1980,NA
"6110","Women","Singles 1A","Gold","IRL",NA,NA,"Table Tennis",1980,NA
"6111","Women","Singles 1A","Silver","ZIM",NA,NA,"Table Tennis",1980,NA
"6112","Women","Singles 1A","Bronze","MEX",NA,NA,"Table Tennis",1980,NA
"6113","Women","Singles 1B","Gold","GBR",NA,NA,"Table Tennis",1980,NA
"6114","Women","Singles 1B","Silver","NOR",NA,NA,"Table Tennis",1980,NA
"6115","Women","Singles 1B","Bronze","ITA",NA,NA,"Table Tennis",1980,NA
"6116","Women","Singles C","Gold","GBR",NA,NA,"Table Tennis",1980,NA
"6117","Women","Singles C","Silver","SWE",NA,NA,"Table Tennis",1980,NA
"6118","Women","Singles C","Bronze","FRA",NA,NA,"Table Tennis",1980,NA
"6119","Women","Teams 2","Gold","AUT","Austria",2,"Table Tennis",1980,NA
"6120","Women","Teams 2","Silver","GBR","Great Britain",2,"Table Tennis",1980,NA
"6121","Women","Teams 2","Bronze","IRL","Ireland",2,"Table Tennis",1980,NA
"6122","Women","Teams 3","Gold","SUI","Switzerland",2,"Table Tennis",1980,NA
"6123","Women","Teams 3","Silver","FRA","France",2,"Table Tennis",1980,NA
"6124","Women","Teams 3","Bronze","JAM","Jamaica",2,"Table Tennis",1980,NA
"6125","Women","Teams 4","Gold","NED","Netherlands",3,"Table Tennis",1980,NA
"6126","Women","Teams 4","Gold","NED","Netherlands",4,"Table Tennis",1980,NA
"6127","Women","Teams 4","Silver","GBR","Great Britain",2,"Table Tennis",1980,NA
"6128","Women","Teams 4","Bronze","SWE","Sweden",2,"Table Tennis",1980,NA
"6129","Women","Teams 1B","Gold","NOR","Norway",2,"Table Tennis",1980,NA
"6130","Women","Teams 1B","Silver","IRL","Ireland",2,"Table Tennis",1980,NA
"6131","Women","Singles 2","Gold","SUI",NA,NA,"Table Tennis",1984,NA
"6132","Women","Singles 2","Silver","AUT",NA,NA,"Table Tennis",1984,NA
"6133","Women","Singles 2","Bronze","FRG",NA,NA,"Table Tennis",1984,NA
"6134","Women","Singles 3","Gold","FRG",NA,NA,"Table Tennis",1984,NA
"6135","Women","Singles 3","Silver","USA",NA,NA,"Table Tennis",1984,NA
"6136","Women","Singles 3","Bronze","FRA",NA,NA,"Table Tennis",1984,NA
"6137","Women","Singles 4","Gold","NED",NA,NA,"Table Tennis",1984,NA
"6138","Women","Singles 4","Silver","HKG",NA,NA,"Table Tennis",1984,NA
"6139","Women","Singles 4","Bronze","SUI",NA,NA,"Table Tennis",1984,NA
"6140","Women","Singles 1B","Gold","GBR",NA,NA,"Table Tennis",1984,NA
"6141","Women","Singles 1B","Silver","NOR",NA,NA,"Table Tennis",1984,NA
"6142","Women","Singles 1B","Bronze","SUI",NA,NA,"Table Tennis",1984,NA
"6143","Women","Singles 1C","Gold","GBR",NA,NA,"Table Tennis",1984,NA
"6144","Women","Singles 1C","Silver","GBR",NA,NA,"Table Tennis",1984,NA
"6145","Women","Singles C3","Gold","FRA",NA,NA,"Table Tennis",1984,NA
"6146","Women","Singles C3","Silver","GBR",NA,NA,"Table Tennis",1984,NA
"6147","Women","Singles C3","Bronze","CAN",NA,NA,"Table Tennis",1984,NA
"6148","Women","Singles C4-5","Gold","SWE",NA,NA,"Table Tennis",1984,NA
"6149","Women","Singles C4-5","Silver","NOR",NA,NA,"Table Tennis",1984,NA
"6150","Women","Singles C4-5","Bronze","IRL",NA,NA,"Table Tennis",1984,NA
"6151","Women","Singles L3","Gold","FRA",NA,NA,"Table Tennis",1984,NA
"6152","Women","Singles L3","Silver","GBR",NA,NA,"Table Tennis",1984,NA
"6153","Women","Singles L3","Bronze","ISL",NA,NA,"Table Tennis",1984,NA
"6154","Women","Singles L4","Gold","BEL",NA,NA,"Table Tennis",1984,NA
"6155","Women","Singles L4","Silver","FRA",NA,NA,"Table Tennis",1984,NA
"6156","Women","Singles L4","Bronze","GBR",NA,NA,"Table Tennis",1984,NA
"6157","Women","Singles L4","Bronze","NOR",NA,NA,"Table Tennis",1984,NA
"6158","Women","Singles L5","Gold","DEN",NA,NA,"Table Tennis",1984,NA
"6159","Women","Singles L5","Silver","CHN",NA,NA,"Table Tennis",1984,NA
"6160","Women","Open CL","Gold","DEN",NA,NA,"Table Tennis",1984,NA
"6161","Women","Open CL","Silver","FRA",NA,NA,"Table Tennis",1984,NA
"6162","Women","Open CL","Bronze","BEL",NA,NA,"Table Tennis",1984,NA
"6163","Women","Open 1B-4","Gold","FRG",NA,NA,"Table Tennis",1984,NA
"6164","Women","Open 1B-4","Silver","HKG",NA,NA,"Table Tennis",1984,NA
"6165","Women","Open 1B-4","Bronze","NED",NA,NA,"Table Tennis",1984,NA
"6166","Women","Teams 2","Gold","AUT","Austria",2,"Table Tennis",1984,NA
"6167","Women","Teams 4","Gold","SUI","Switzerland",2,"Table Tennis",1984,NA
"6168","Women","Teams 4","Gold","SUI","Switzerland",3,"Table Tennis",1984,NA
"6169","Women","Singles 2","Gold","SUI",NA,NA,"Table Tennis",1988,NA
"6170","Women","Singles 2","Silver","FRG",NA,NA,"Table Tennis",1988,NA
"6171","Women","Singles 2","Bronze","NED",NA,NA,"Table Tennis",1988,NA
"6172","Women","Singles 3","Gold","FRG",NA,NA,"Table Tennis",1988,NA
"6173","Women","Singles 3","Silver","USA",NA,NA,"Table Tennis",1988,NA
"6174","Women","Singles 3","Bronze","NOR",NA,NA,"Table Tennis",1988,NA
"6175","Women","Singles 4","Gold","USA",NA,NA,"Table Tennis",1988,NA
"6176","Women","Singles 4","Silver","FRG",NA,NA,"Table Tennis",1988,NA
"6177","Women","Singles 4","Bronze","AUT",NA,NA,"Table Tennis",1988,NA
"6178","Women","Singles 2-4","Gold","USA",NA,NA,"Table Tennis",1988,NA
"6179","Women","Singles 2-4","Silver","AUT",NA,NA,"Table Tennis",1988,NA
"6180","Women","Singles 2-4","Bronze","FRG",NA,NA,"Table Tennis",1988,NA
