"","gender","event","medal","athlete","abb","country","grp_id","type","year","guide"
"10106","Men","50 m Breaststroke F1","Bronze","PERRY B.","FRA",NA,NA,"Swimming",1980,NA
"10107","Men","50 m Breaststroke J","Gold","DE HOOP Gerrie","NED",NA,NA,"Swimming",1980,NA
"10108","Men","50 m Breaststroke J","Silver","NORDTVEDT Tom","NOR",NA,NA,"Swimming",1980,NA
"10109","Men","50 m Breaststroke J","Bronze","ZEGERS Johan","NED",NA,NA,"Swimming",1980,NA
"10110","Men","50 m Breaststroke 2","Gold","SURALA Andrzej","POL",NA,NA,"Swimming",1980,NA
"10111","Men","50 m Breaststroke 2","Silver","MALYSKA Januariusz","POL",NA,NA,"Swimming",1980,NA
"10112","Men","50 m Breaststroke 2","Bronze","AGMON Assaf","ISR",NA,NA,"Swimming",1980,NA
"10113","Men","50 m Breaststroke 3","Gold","OWCZAREK Miroslaw","POL",NA,NA,"Swimming",1980,NA
"10114","Men","50 m Breaststroke 3","Silver","WANGER Joseph","ISR",NA,NA,"Swimming",1980,NA
"10115","Men","50 m Breaststroke 3","Bronze","PAWLOWSKI Arkadiusz","POL",NA,NA,"Swimming",1980,NA
"10116","Men","100 m Breaststroke A","Gold","MCISAAC Timothy","CAN",NA,NA,"Swimming",1980,NA
"10117","Men","100 m Breaststroke A","Silver","KARLSSON Hakan","SWE",NA,NA,"Swimming",1980,NA
"10118","Men","100 m Breaststroke A","Bronze","WHEATLEY Jeff","USA",NA,NA,"Swimming",1980,NA
"10119","Men","100 m Breaststroke B","Gold","WILSON Steve","USA",NA,NA,"Swimming",1980,NA
"10120","Men","100 m Breaststroke B","Silver","WINGER Dean","USA",NA,NA,"Swimming",1980,NA
"10121","Men","100 m Breaststroke B","Bronze","BERNER Sixten","SWE",NA,NA,"Swimming",1980,NA
"10122","Men","100 m Breaststroke C","Gold","BIELA Grzegorz","POL",NA,NA,"Swimming",1980,NA
"10123","Men","100 m Breaststroke C","Silver","BOLOTIN Ron","ISR",NA,NA,"Swimming",1980,NA
"10124","Men","100 m Breaststroke C","Bronze","ERYD Sven","SWE",NA,NA,"Swimming",1980,NA
"10125","Men","100 m Breaststroke C1","Gold","TRONDSEN Erling","NOR",NA,NA,"Swimming",1980,NA
"10126","Men","100 m Breaststroke C1","Silver","LAPALME Denis","CAN",NA,NA,"Swimming",1980,NA
"10127","Men","100 m Breaststroke C1","Bronze","CHORZEPA Wieslaw","POL",NA,NA,"Swimming",1980,NA
"10128","Men","100 m Breaststroke CP D","Gold","VAN DALEN J.","NED",NA,NA,"Swimming",1980,NA
"10129","Men","100 m Breaststroke CP D","Silver","JERNBERG Robert","SWE",NA,NA,"Swimming",1980,NA
"10130","Men","100 m Breaststroke CP D","Bronze","OSLAND Stig","NOR",NA,NA,"Swimming",1980,NA
"10131","Men","100 m Breaststroke D","Gold","MEJIA Pedro","COL",NA,NA,"Swimming",1980,NA
"10132","Men","100 m Breaststroke D","Silver","GARDNER L.","CAN",NA,NA,"Swimming",1980,NA
"10133","Men","100 m Breaststroke D","Bronze","WECKER W.","FRG",NA,NA,"Swimming",1980,NA
"10134","Men","100 m Breaststroke D1","Gold","BANFI Jozef","YUG",NA,NA,"Swimming",1980,NA
"10135","Men","100 m Breaststroke D1","Silver","FINCH J.","USA",NA,NA,"Swimming",1980,NA
"10136","Men","100 m Breaststroke D1","Bronze","GORIS Wolfgang","FRG",NA,NA,"Swimming",1980,NA
"10137","Men","100 m Breaststroke E","Gold","KERS M.","NED",NA,NA,"Swimming",1980,NA
"10138","Men","100 m Breaststroke E","Silver","VAN BUITEN Andre","NED",NA,NA,"Swimming",1980,NA
"10139","Men","100 m Breaststroke E","Bronze","KOZAK Janusz","POL",NA,NA,"Swimming",1980,NA
"10140","Men","100 m Breaststroke 4","Gold","CHAMBERS D. P.","NZL",NA,NA,"Swimming",1980,NA
"10141","Men","100 m Breaststroke 4","Silver","STANFIELD J.","CAN",NA,NA,"Swimming",1980,NA
"10142","Men","100 m Breaststroke 4","Bronze","OLSSON Anders","SWE",NA,NA,"Swimming",1980,NA
"10143","Men","100 m Breaststroke 5","Gold","NILSSON Tore","SWE",NA,NA,"Swimming",1980,NA
"10144","Men","100 m Breaststroke 5","Silver","MACHOWCZYK Ryszard","POL",NA,NA,"Swimming",1980,NA
"10145","Men","100 m Breaststroke 5","Bronze","BETEGA G.","FRA",NA,NA,"Swimming",1980,NA
"10146","Men","100 m Breaststroke 6","Gold","BLAUCIAK Andrzej","POL",NA,NA,"Swimming",1980,NA
"10147","Men","100 m Breaststroke 6","Silver","LEGEBEKE H. J. M.","NED",NA,NA,"Swimming",1980,NA
"10148","Men","100 m Breaststroke 6","Bronze","JAILLET B.","FRA",NA,NA,"Swimming",1980,NA
"10149","Men","25 m Butterfly 2","Gold","SURALA Andrzej","POL",NA,NA,"Swimming",1980,NA
"10150","Men","25 m Butterfly 2","Silver","AGMON Assaf","ISR",NA,NA,"Swimming",1980,NA
"10151","Men","25 m Butterfly 2","Bronze","TSUNODA Yoshio","JPN",NA,NA,"Swimming",1980,NA
"10152","Men","25 m Butterfly 3","Gold","PAWLOWSKI Arkadiusz","POL",NA,NA,"Swimming",1980,NA
"10153","Men","25 m Butterfly 3","Silver","OWCZAREK Miroslaw","POL",NA,NA,"Swimming",1980,NA
"10154","Men","25 m Butterfly 3","Bronze","FLORES Francisco","ESP",NA,NA,"Swimming",1980,NA
"10155","Men","25 m Butterfly 4","Gold","ROBESON Scott","USA",NA,NA,"Swimming",1980,NA
"10156","Men","25 m Butterfly 4","Silver","OLSSON Anders","SWE",NA,NA,"Swimming",1980,NA
"10157","Men","25 m Butterfly 4","Bronze","VRIELING H.","NED",NA,NA,"Swimming",1980,NA
"10158","Men","50 m Butterfly 5","Gold","JIMENEZ Eugenio","ESP",NA,NA,"Swimming",1980,NA
"10159","Men","50 m Butterfly 5","Silver","MACHOWCZYK Ryszard","POL",NA,NA,"Swimming",1980,NA
"10160","Men","50 m Butterfly 5","Bronze","HEYNEN H. G.","NED",NA,NA,"Swimming",1980,NA
"10161","Men","100 m Butterfly A","Gold","MCISAAC Timothy","CAN",NA,NA,"Swimming",1980,NA
"10162","Men","100 m Butterfly A","Silver","MUIRHEAD James","GBR",NA,NA,"Swimming",1980,NA
"10163","Men","100 m Butterfly A","Bronze","HEGLE Scott","USA",NA,NA,"Swimming",1980,NA
"10164","Men","100 m Butterfly B","Gold","WINGER Dean","USA",NA,NA,"Swimming",1980,NA
"10165","Men","100 m Butterfly B","Silver","FIELDING Petter","SWE",NA,NA,"Swimming",1980,NA
"10166","Men","100 m Butterfly B","Bronze","WILSON Steve","USA",NA,NA,"Swimming",1980,NA
"10167","Men","100 m Butterfly C","Gold","BOLOTIN Ron","ISR",NA,NA,"Swimming",1980,NA
"10168","Men","100 m Butterfly C","Silver","COLLINS-SIMPSON G.","CAN",NA,NA,"Swimming",1980,NA
"10169","Men","100 m Butterfly C","Bronze","BIELA Grzegorz","POL",NA,NA,"Swimming",1980,NA
"10170","Men","100 m Butterfly D","Gold","ALDOUS Peter","GBR",NA,NA,"Swimming",1980,NA
"10171","Men","100 m Butterfly D","Silver","GRONSKY Roman","TCH",NA,NA,"Swimming",1980,NA
"10172","Men","100 m Butterfly D","Bronze","GARDNER L.","CAN",NA,NA,"Swimming",1980,NA
"10173","Men","100 m Butterfly E","Gold","VAN BUITEN Andre","NED",NA,NA,"Swimming",1980,NA
"10174","Men","100 m Butterfly E","Silver","KOZAK Janusz","POL",NA,NA,"Swimming",1980,NA
"10175","Men","100 m Butterfly E","Bronze","SCHWEITZER G.","FRG",NA,NA,"Swimming",1980,NA
"10176","Men","100 m Butterfly 6","Gold","BERGMAN Uri","ISR",NA,NA,"Swimming",1980,NA
"10177","Men","100 m Butterfly 6","Silver","GATTINGER G.","FRG",NA,NA,"Swimming",1980,NA
"10178","Men","100 m Butterfly 6","Bronze","JAILLET B.","FRA",NA,NA,"Swimming",1980,NA
"10179","Men","2x25 m Individual Medley F1","Gold","PERRY B.","FRA",NA,NA,"Swimming",1980,NA
"10180","Men","2x25 m Individual Medley F1","Silver","BRAND Andreas","FRG",NA,NA,"Swimming",1980,NA
"10181","Men","2x25 m Individual Medley F1","Bronze","FOPPOLO David","FRA",NA,NA,"Swimming",1980,NA
"10182","Men","3x25 m Individual Medley 2","Gold","SURALA Andrzej","POL",NA,NA,"Swimming",1980,NA
"10183","Men","3x25 m Individual Medley 2","Silver","MALYSKA Januariusz","POL",NA,NA,"Swimming",1980,NA
"10184","Men","3x25 m Individual Medley 2","Bronze","AGMON Assaf","ISR",NA,NA,"Swimming",1980,NA
"10185","Men","3x50 m Individual Medley C1","Gold","TRONDSEN Erling","NOR",NA,NA,"Swimming",1980,NA
"10186","Men","3x50 m Individual Medley C1","Silver","VAN LAAR Willem","NED",NA,NA,"Swimming",1980,NA
"10187","Men","3x50 m Individual Medley C1","Bronze","CHORZEPA Wieslaw","POL",NA,NA,"Swimming",1980,NA
"10188","Men","3x50 m Individual Medley D1","Gold","BANFI Jozef","YUG",NA,NA,"Swimming",1980,NA
"10189","Men","3x50 m Individual Medley D1","Silver","GORIS Wolfgang","FRG",NA,NA,"Swimming",1980,NA
"10190","Men","3x50 m Individual Medley D1","Bronze","BAKX J. T. M.","NED",NA,NA,"Swimming",1980,NA
"10191","Men","3x50 m Individual Medley E1","Gold","WOJCIECHOWSKI Andrzej","POL",NA,NA,"Swimming",1980,NA
"10192","Men","3x50 m Individual Medley E1","Silver","MIKELIN Roko","YUG",NA,NA,"Swimming",1980,NA
"10193","Men","3x50 m Individual Medley E1","Bronze","ZABEV Vangel","YUG",NA,NA,"Swimming",1980,NA
"10194","Men","3x50 m Individual Medley F","Gold","SCHROEDER Karl","FRG",NA,NA,"Swimming",1980,NA
"10195","Men","3x50 m Individual Medley F","Silver","PERETZMAN Baruch","ISR",NA,NA,"Swimming",1980,NA
"10196","Men","3x50 m Individual Medley F","Bronze","PETEREIT K.","FRG",NA,NA,"Swimming",1980,NA
"10197","Men","3x25 m Freestyle Relay 1A-1C","Gold","FR Germany","FRG",NA,NA,"Swimming",1980,NA
"10198","Men","3x25 m Freestyle Relay 1A-1C","Silver","United States of America","USA",NA,NA,"Swimming",1980,NA
"10199","Men","3x25 m Freestyle Relay 1A-1C","Bronze","Canada","CAN",NA,NA,"Swimming",1980,NA
"10200","Men","3x50 m Freestyle Relay E-F","Gold","FR Germany","FRG",NA,NA,"Swimming",1980,NA
"10201","Men","3x50 m Freestyle Relay E1-F1","Gold","FR Germany","FRG",NA,NA,"Swimming",1980,NA
"10202","Men","3x50 m Freestyle Relay E1-F1","Silver","France","FRA",NA,NA,"Swimming",1980,NA
"10203","Men","3x100 m Freestyle Relay C1-D1","Gold","Netherlands","NED",NA,NA,"Swimming",1980,NA
"10204","Men","3x50 m Medley Relay 2-4","Gold","Poland","POL",NA,NA,"Swimming",1980,NA
"10205","Men","3x50 m Medley Relay 2-4","Silver","Israel","ISR",NA,NA,"Swimming",1980,NA
"10206","Men","3x50 m Medley Relay 2-4","Bronze","New Zealand","NZL",NA,NA,"Swimming",1980,NA
"10207","Men","3x100 m Medley Relay CP D","Gold","Netherlands","NED",NA,NA,"Swimming",1980,NA
"10208","Men","3x100 m Medley Relay CP D","Silver","France","FRA",NA,NA,"Swimming",1980,NA
"10209","Men","3x100 m Medley Relay CP D","Bronze","Belgium","BEL",NA,NA,"Swimming",1980,NA
"10210","Women","25 m Freestyle 1A","Gold","DONALDSON Karen","USA",NA,NA,"Swimming",1980,NA
"10211","Women","25 m Freestyle 1A","Silver","CORNEJO Josefina","MEX",NA,NA,"Swimming",1980,NA
"10212","Women","25 m Freestyle 1A","Bronze","GARCIA Eugenia","ARG",NA,NA,"Swimming",1980,NA
"10213","Women","25 m Freestyle 1B","Gold","SANDOVAL Martha","MEX",NA,NA,"Swimming",1980,NA
"10214","Women","25 m Freestyle 1B","Silver","LOPEZ Monica","ARG",NA,NA,"Swimming",1980,NA
"10215","Women","25 m Freestyle 1B","Bronze","ROBERTSON Eileen","ZIM",NA,NA,"Swimming",1980,NA
"10216","Women","25 m Freestyle 1C","Gold","BARR Isabel","GBR",NA,NA,"Swimming",1980,NA
"10217","Women","25 m Freestyle 1C","Silver","ERIKSSON Kerstin","SWE",NA,NA,"Swimming",1980,NA
"10218","Women","50 m Freestyle CP C","Gold","VAN DER MEER M.","NED",NA,NA,"Swimming",1980,NA
"10219","Women","50 m Freestyle CP C","Silver","LUNDKVIST Eva","SWE",NA,NA,"Swimming",1980,NA
"10220","Women","50 m Freestyle CP C","Bronze","LAUWERS E.","BEL",NA,NA,"Swimming",1980,NA
"10221","Women","50 m Freestyle F","Gold","SEARGEANT M.","CAN",NA,NA,"Swimming",1980,NA
"10222","Women","50 m Freestyle F","Silver","ALLARD M. H.","FRA",NA,NA,"Swimming",1980,NA
"10223","Women","50 m Freestyle J","Gold","LAKE Josee","CAN",NA,NA,"Swimming",1980,NA
"10224","Women","50 m Freestyle J","Silver","VAN DEN ZAAG J.","NED",NA,NA,"Swimming",1980,NA
"10225","Women","50 m Freestyle J","Bronze","ESSBERG Carina","SWE",NA,NA,"Swimming",1980,NA
"10226","Women","50 m Freestyle 2","Gold","PRICE M.","GBR",NA,NA,"Swimming",1980,NA
"10227","Women","50 m Freestyle 2","Silver","WEBER D.","FRG",NA,NA,"Swimming",1980,NA
"10228","Women","50 m Freestyle 2","Bronze","RUSEWICZ Irena","POL",NA,NA,"Swimming",1980,NA
"10229","Women","50 m Freestyle 3","Gold","RIZZOTTO Marcela","ARG",NA,NA,"Swimming",1980,NA
"10230","Women","50 m Freestyle 3","Silver","LUNDBORG Monika","SWE",NA,NA,"Swimming",1980,NA
"10231","Women","50 m Freestyle 3","Bronze","SMITH D.","GBR",NA,NA,"Swimming",1980,NA
"10232","Women","100 m Freestyle A","Gold","MICHEL Yvette","CAN",NA,NA,"Swimming",1980,NA
"10233","Women","100 m Freestyle A","Silver","CONNORS Carolyn","AUS",NA,NA,"Swimming",1980,NA
"10234","Women","100 m Freestyle A","Bronze","MOLINE Gunilla","SWE",NA,NA,"Swimming",1980,NA
"10235","Women","100 m Freestyle B","Gold","ZORN Trischa","USA",NA,NA,"Swimming",1980,NA
"10236","Women","100 m Freestyle B","Silver","ANDERSSON Eva","SWE",NA,NA,"Swimming",1980,NA
"10237","Women","100 m Freestyle B","Bronze","AKINS Missy","USA",NA,NA,"Swimming",1980,NA
"10238","Women","100 m Freestyle CP D","Gold","HAGERAATS Ineke","NED",NA,NA,"Swimming",1980,NA
"10239","Women","100 m Freestyle CP D","Silver","MARTINSEN Inger Johanne","NOR",NA,NA,"Swimming",1980,NA
"10240","Women","100 m Freestyle CP D","Bronze","POORTVLIET W.","NED",NA,NA,"Swimming",1980,NA
"10241","Women","100 m Freestyle C-D","Gold","VAUGHAN M.","GBR",NA,NA,"Swimming",1980,NA
"10242","Women","100 m Freestyle C-D","Silver","MITCHELL J.","CAN",NA,NA,"Swimming",1980,NA
"10243","Women","100 m Freestyle C-D","Bronze","GESIERICH Karen","FRG",NA,NA,"Swimming",1980,NA
"10244","Women","100 m Freestyle C1-D1","Gold","KRAJEWSKA Lucyna","POL",NA,NA,"Swimming",1980,NA
"10245","Women","100 m Freestyle C1-D1","Silver","SANDERS Mirjam","NED",NA,NA,"Swimming",1980,NA
"10246","Women","100 m Freestyle C1-D1","Bronze","BAKER S.","CAN",NA,NA,"Swimming",1980,NA
"10247","Women","100 m Freestyle E","Gold","AHRENSTRAND Annelie","SWE",NA,NA,"Swimming",1980,NA
"10248","Women","100 m Freestyle E","Silver","DURANCEAU Isabelle","FRA",NA,NA,"Swimming",1980,NA
"10249","Women","100 m Freestyle E","Bronze","SPIVEY F.","USA",NA,NA,"Swimming",1980,NA
"10250","Women","100 m Freestyle 4","Gold","IGNACZUK G.","POL",NA,NA,"Swimming",1980,NA
"10251","Women","100 m Freestyle 4","Silver","LINDSTROM Monika","SWE",NA,NA,"Swimming",1980,NA
"10252","Women","100 m Freestyle 4","Bronze","HERRERAS Teresa","ESP",NA,NA,"Swimming",1980,NA
"10253","Women","100 m Freestyle 5","Gold","SWANEPOEL C.","FRG",NA,NA,"Swimming",1980,NA
"10254","Women","100 m Freestyle 5","Silver","WILKINSON L.","GBR",NA,NA,"Swimming",1980,NA
"10255","Women","100 m Freestyle 5","Bronze","KOZLOWSKA Malgorzata","POL",NA,NA,"Swimming",1980,NA
"10256","Women","100 m Freestyle 6","Gold","OGORZELSKA Agnieszka","POL",NA,NA,"Swimming",1980,NA
"10257","Women","100 m Freestyle 6","Silver","JABALOYAS Pilar","ESP",NA,NA,"Swimming",1980,NA
"10258","Women","100 m Freestyle 6","Bronze","MORGAN Christine","BAH",NA,NA,"Swimming",1980,NA
"10259","Women","400 m Freestyle C-D","Gold","RONNEGARD Helen","SWE",NA,NA,"Swimming",1980,NA
"10260","Women","400 m Freestyle C-D","Silver","MITCHELL J.","CAN",NA,NA,"Swimming",1980,NA
"10261","Women","400 m Freestyle C-D","Bronze","NICHOLSON M.","CAN",NA,NA,"Swimming",1980,NA
"10262","Women","25 m Backstroke 1A","Gold","DONALDSON Karen","USA",NA,NA,"Swimming",1980,NA
"10263","Women","25 m Backstroke 1A","Silver","CORNEJO Josefina","MEX",NA,NA,"Swimming",1980,NA
"10264","Women","25 m Backstroke 1A","Bronze","GARCIA Eugenia","ARG",NA,NA,"Swimming",1980,NA
"10265","Women","25 m Backstroke 1B","Gold","SANDOVAL Martha","MEX",NA,NA,"Swimming",1980,NA
"10266","Women","25 m Backstroke 1B","Silver","LOPEZ Monica","ARG",NA,NA,"Swimming",1980,NA
"10267","Women","25 m Backstroke 1B","Bronze","ROBERTSON Eileen","ZIM",NA,NA,"Swimming",1980,NA
"10268","Women","25 m Backstroke 1C","Gold","BARR Isabel","GBR",NA,NA,"Swimming",1980,NA
"10269","Women","25 m Backstroke 1C","Silver","ERIKSSON Kerstin","SWE",NA,NA,"Swimming",1980,NA
"10270","Women","50 m Backstroke CP C","Gold","VAN DER MEER M.","NED",NA,NA,"Swimming",1980,NA
"10271","Women","50 m Backstroke CP C","Silver","LAUWERS E.","BEL",NA,NA,"Swimming",1980,NA
"10272","Women","50 m Backstroke CP C","Bronze","BACH Dorthe","DEN",NA,NA,"Swimming",1980,NA
"10273","Women","50 m Backstroke F","Gold","ALLARD M. H.","FRA",NA,NA,"Swimming",1980,NA
"10274","Women","50 m Backstroke F","Silver","SEARGEANT M.","CAN",NA,NA,"Swimming",1980,NA
"10275","Women","50 m Backstroke F1","Gold","SIEVERT U.","FRG",NA,NA,"Swimming",1980,NA
"10276","Women","50 m Backstroke J","Gold","LAKE Josee","CAN",NA,NA,"Swimming",1980,NA
"10277","Women","50 m Backstroke J","Silver","VAN DEN ZAAG J.","NED",NA,NA,"Swimming",1980,NA
"10278","Women","50 m Backstroke J","Bronze","ESSBERG Carina","SWE",NA,NA,"Swimming",1980,NA
"10279","Women","50 m Backstroke 2","Gold","PRICE M.","GBR",NA,NA,"Swimming",1980,NA
"10280","Women","50 m Backstroke 2","Silver","WEBER D.","FRG",NA,NA,"Swimming",1980,NA
"10281","Women","50 m Backstroke 2","Bronze","KOPEC Malgorzata","POL",NA,NA,"Swimming",1980,NA
"10282","Women","50 m Backstroke 3","Gold","ADAMIK Malgozata","POL",NA,NA,"Swimming",1980,NA
"10283","Women","50 m Backstroke 3","Silver","MCPHERSON Nella","JAM",NA,NA,"Swimming",1980,NA
"10284","Women","50 m Backstroke 3","Bronze","RIZZOTTO Marcela","ARG",NA,NA,"Swimming",1980,NA
"10285","Women","100 m Backstroke A","Gold","MICHEL Yvette","CAN",NA,NA,"Swimming",1980,NA
"10286","Women","100 m Backstroke A","Silver","CARD Susan","USA",NA,NA,"Swimming",1980,NA
"10287","Women","100 m Backstroke A","Bronze","ROSSI Andrea","CAN",NA,NA,"Swimming",1980,NA
"10288","Women","100 m Backstroke B","Gold","ZORN Trischa","USA",NA,NA,"Swimming",1980,NA
"10289","Women","100 m Backstroke B","Silver","VAN LIERE Marie","USA",NA,NA,"Swimming",1980,NA
"10290","Women","100 m Backstroke B","Bronze","AKINS Missy","USA",NA,NA,"Swimming",1980,NA
"10291","Women","100 m Backstroke CP D","Gold","HAGERAATS Ineke","NED",NA,NA,"Swimming",1980,NA
"10292","Women","100 m Backstroke CP D","Silver","POORTVLIET W.","NED",NA,NA,"Swimming",1980,NA
"10293","Women","100 m Backstroke CP D","Bronze","GINNISH Gayle","USA",NA,NA,"Swimming",1980,NA
"10294","Women","100 m Backstroke C-D","Gold","MITCHELL J.","CAN",NA,NA,"Swimming",1980,NA
"10295","Women","100 m Backstroke C-D","Silver","VAUGHAN M.","GBR",NA,NA,"Swimming",1980,NA
"10296","Women","100 m Backstroke C-D","Bronze","RONNEGARD Helen","SWE",NA,NA,"Swimming",1980,NA
"10297","Women","100 m Backstroke C1-D1","Gold","DUDKA Ewa","POL",NA,NA,"Swimming",1980,NA
"10298","Women","100 m Backstroke C1-D1","Silver","SANDERS Mirjam","NED",NA,NA,"Swimming",1980,NA
"10299","Women","100 m Backstroke C1-D1","Bronze","MASTAD Maj Britt","NOR",NA,NA,"Swimming",1980,NA
"10300","Women","100 m Backstroke E","Gold","AHRENSTRAND Annelie","SWE",NA,NA,"Swimming",1980,NA
"10301","Women","100 m Backstroke E","Silver","KORNIEWICZ Anna","POL",NA,NA,"Swimming",1980,NA
"10302","Women","100 m Backstroke E","Bronze","DURANCEAU Isabelle","FRA",NA,NA,"Swimming",1980,NA
"10303","Women","100 m Backstroke 4","Gold","IGNACZUK G.","POL",NA,NA,"Swimming",1980,NA
"10304","Women","100 m Backstroke 4","Silver","HERRERAS Teresa","ESP",NA,NA,"Swimming",1980,NA
"10305","Women","100 m Backstroke 4","Bronze","SALDEN C.","NED",NA,NA,"Swimming",1980,NA
"10306","Women","100 m Backstroke 5","Gold","SWANEPOEL C.","FRG",NA,NA,"Swimming",1980,NA
"10307","Women","100 m Backstroke 5","Silver","KOZLOWSKA Malgorzata","POL",NA,NA,"Swimming",1980,NA
"10308","Women","100 m Backstroke 5","Bronze","WILKINSON L.","GBR",NA,NA,"Swimming",1980,NA
"10309","Women","100 m Backstroke 6","Gold","OGORZELSKA Agnieszka","POL",NA,NA,"Swimming",1980,NA
"10310","Women","100 m Backstroke 6","Silver","JABALOYAS Pilar","ESP",NA,NA,"Swimming",1980,NA
"10311","Women","25 m Breaststroke 1A","Gold","GARCIA Eugenia","ARG",NA,NA,"Swimming",1980,NA
"10312","Women","25 m Breaststroke 1A","Silver","JAMES Sandra","ZIM",NA,NA,"Swimming",1980,NA
"10313","Women","25 m Breaststroke 1B","Gold","LOPEZ Monica","ARG",NA,NA,"Swimming",1980,NA
"10314","Women","25 m Breaststroke 1B","Silver","ROBERTSON Eileen","ZIM",NA,NA,"Swimming",1980,NA
"10315","Women","25 m Breaststroke 1B","Bronze","BAUM B.","USA",NA,NA,"Swimming",1980,NA
"10316","Women","25 m Breaststroke 1C","Gold","BARR Isabel","GBR",NA,NA,"Swimming",1980,NA
"10317","Women","50 m Breaststroke CP C","Gold","LUNDKVIST Eva","SWE",NA,NA,"Swimming",1980,NA
"10318","Women","50 m Breaststroke CP C","Silver","VAN DER MEER M.","NED",NA,NA,"Swimming",1980,NA
"10319","Women","50 m Breaststroke CP C","Bronze","BACH Dorthe","DEN",NA,NA,"Swimming",1980,NA
"10320","Women","50 m Breaststroke E1","Gold","KARLSDOTTIR S.","ISL",NA,NA,"Swimming",1980,NA
"10321","Women","50 m Breaststroke F","Gold","SEARGEANT M.","CAN",NA,NA,"Swimming",1980,NA
"10322","Women","50 m Breaststroke F","Silver","ALLARD M. H.","FRA",NA,NA,"Swimming",1980,NA
"10323","Women","50 m Breaststroke F1","Gold","SCHAD Petra","FRG",NA,NA,"Swimming",1980,NA
"10324","Women","50 m Breaststroke F1","Silver","SIEVERT U.","FRG",NA,NA,"Swimming",1980,NA
"10325","Women","50 m Breaststroke J","Gold","LAKE Josee","CAN",NA,NA,"Swimming",1980,NA
"10326","Women","50 m Breaststroke J","Silver","VAN DE ZAAG Jolande","NED",NA,NA,"Swimming",1980,NA
"10327","Women","50 m Breaststroke 2","Gold","QUELL Margit","FRG",NA,NA,"Swimming",1980,NA
"10328","Women","50 m Breaststroke 2","Silver","WEBER D.","FRG",NA,NA,"Swimming",1980,NA
"10329","Women","50 m Breaststroke 2","Bronze","PRICE M.","GBR",NA,NA,"Swimming",1980,NA
"10330","Women","50 m Breaststroke 3","Gold","RIZZOTTO Marcela","ARG",NA,NA,"Swimming",1980,NA
"10331","Women","50 m Breaststroke 3","Silver","MCPHERSON Nella","JAM",NA,NA,"Swimming",1980,NA
"10332","Women","50 m Breaststroke 3","Bronze","LUNDBORG Monika","SWE",NA,NA,"Swimming",1980,NA
"10333","Women","100 m Breaststroke A","Gold","MICHEL Yvette","CAN",NA,NA,"Swimming",1980,NA
"10334","Women","100 m Breaststroke A","Silver","ROBINSON Lorraine","GBR",NA,NA,"Swimming",1980,NA
"10335","Women","100 m Breaststroke A","Bronze","HUYBEN M.","NED",NA,NA,"Swimming",1980,NA
"10336","Women","100 m Breaststroke B","Gold","AKINS Missy","USA",NA,NA,"Swimming",1980,NA
"10337","Women","100 m Breaststroke B","Silver","BENTZ L.","CAN",NA,NA,"Swimming",1980,NA
"10338","Women","100 m Breaststroke B","Bronze","TREE J.","GBR",NA,NA,"Swimming",1980,NA
"10339","Women","100 m Breaststroke C","Gold","KRISTIANSEN C.","CAN",NA,NA,"Swimming",1980,NA
"10340","Women","100 m Breaststroke C1","Gold","KRAJEWSKA Lucyna","POL",NA,NA,"Swimming",1980,NA
"10341","Women","100 m Breaststroke C1","Silver","SANDERS Mirjam","NED",NA,NA,"Swimming",1980,NA
"10342","Women","100 m Breaststroke C1","Bronze","DUDKA Ewa","POL",NA,NA,"Swimming",1980,NA
"10343","Women","100 m Breaststroke CP D","Gold","HAGERAATS Ineke","NED",NA,NA,"Swimming",1980,NA
"10344","Women","100 m Breaststroke CP D","Silver","MARTINSEN Inger Johanne","NOR",NA,NA,"Swimming",1980,NA
"10345","Women","100 m Breaststroke CP D","Bronze","HAGEN Vibeke","NOR",NA,NA,"Swimming",1980,NA
"10346","Women","100 m Breaststroke D","Gold","VAUGHAN M.","GBR",NA,NA,"Swimming",1980,NA
"10347","Women","100 m Breaststroke D","Silver","MITCHELL J.","CAN",NA,NA,"Swimming",1980,NA
"10348","Women","100 m Breaststroke D","Bronze","WILSON Jan","USA",NA,NA,"Swimming",1980,NA
"10349","Women","100 m Breaststroke D1","Gold","NEWLAND Sarah","JAM",NA,NA,"Swimming",1980,NA
"10350","Women","100 m Breaststroke D1","Silver","MASTAD Maj Britt","NOR",NA,NA,"Swimming",1980,NA
"10351","Women","100 m Breaststroke D1","Bronze","CZOPEK Bozena","POL",NA,NA,"Swimming",1980,NA
"10352","Women","100 m Breaststroke E","Gold","AHRENSTRAND Annelie","SWE",NA,NA,"Swimming",1980,NA
"10353","Women","100 m Breaststroke E","Silver","KORNIEWICZ Anna","POL",NA,NA,"Swimming",1980,NA
"10354","Women","100 m Breaststroke E","Bronze","DURANCEAU Isabelle","FRA",NA,NA,"Swimming",1980,NA
"10355","Women","100 m Breaststroke 4","Gold","IGNACZUK G.","POL",NA,NA,"Swimming",1980,NA
"10356","Women","100 m Breaststroke 4","Silver","HERRERAS Teresa","ESP",NA,NA,"Swimming",1980,NA
"10357","Women","100 m Breaststroke 4","Bronze","ORPWOOD J.","GBR",NA,NA,"Swimming",1980,NA
"10358","Women","100 m Breaststroke 5","Gold","SWANEPOEL C.","FRG",NA,NA,"Swimming",1980,NA
